original_index,0,1,2,3,4,5,6,7
84,0.049014809557343345,0.131626033473446,0.05754674806020115,0.0860001726287594,0.06778516750906817,0.0439451033581212,0.23513460724514726,0.09068799678002777
85,0.031208488949504624,0.6998060425489558,0.03301040156583422,0.04637123867339013,0.04030164486615344,0.03447427619377406,0.06678354902612646,0.04804435817626121
86,0.08049952445353065,0.05202397524636573,0.037673281343058806,0.322501303299646,0.0551667817871476,0.04272731194029465,0.06238792509588087,0.07184172621878102
87,0.1155528820668949,0.04531445263680132,0.05417070557330352,0.07588741538393859,0.23394666012264884,0.06534813675954487,0.09584614247076388,0.06647980041066875
88,0.05254971394193771,0.2291381826299441,0.05786392215259765,0.08522510522505954,0.07284772670534907,0.05046360037523953,0.1787166491568499,0.08226384858008082
89,0.10091228508466304,0.03567317549317175,0.06028298092219014,0.05840686928265035,0.4823763777064666,0.0535668413583599,0.07194365453636029,0.055789303387988896
90,0.10441221838064907,0.044094240370626155,0.0627796089943089,0.08175474999804619,0.40705683957071676,0.05837328955844178,0.10875602059407215,0.06920350768128303
91,1.172561821717769e-308,1.0,1.0099581900280464e-308,2.127299537547659e-308,1.2182792406942973e-308,1.1231716569834636e-308,1.869668987689534e-308,1.783470215353996e-308
92,2.182641651253464e-308,1.0391530855854333e-308,9.877738084720427e-309,1.3385182248759417e-308,1.7630071832917575e-308,1.0,1.219312444642373e-308,1.42908099258134e-308
93,1.0,9.633023974990236e-309,1.157339375743311e-308,1.7455709590945967e-308,3.1269449972456576e-308,1.81323018730952e-308,1.4847851012270776e-308,1.2582717005417783e-308
94,0.25158202279476993,0.05076022754376636,0.06143431667145375,0.11675660962415856,0.19121050799397163,0.07611809146090544,0.08868471397101327,0.06960168659845418
95,0.0579401186019562,0.21766326487476506,0.0495878793239005,0.13268950867877297,0.06051725357114687,0.049643503008002354,0.10321462648519315,0.10446792182809046
96,1.6781505332888647e-308,2.1632308849630196e-308,1.8817539083267366e-308,2.7642634152146543e-308,2.770135834658228e-308,1.3312462877454624e-308,1.0,2.545371583240186e-308
97,0.02799202046618365,0.023080750204375187,0.015725401876790383,0.8136196683545851,0.022662438235404387,0.0164065243070881,0.02904279513643735,0.02958260313677015
98,0.6234587863726155,0.03531147124864095,0.03567612425331727,0.07691997070881103,0.07866972497506526,0.05579239861474871,0.04945682396988748,0.0447146998569137
99,0.07353700880711049,0.08378176994605586,0.04333839609905739,0.11056489090192179,0.07039343854206512,0.0721082856367227,0.07565471891427579,0.08763292646061902
100,0.33053819713854116,0.04657816743367192,0.05899382234603695,0.12162854336100422,0.12533046884814478,0.07213389588086692,0.0759706673283683,0.07433329060872408
